thr,n_trades,coverage,precision,sharpe,cum_ret_%
0.5,25,0.161,0.56,3.275,6.76
0.52,11,0.071,0.4545,2.84,2.97
0.54,4,0.026,0.0,-48.461,-3.27
0.56,3,0.019,0.0,-281.992,-2.86
0.58,1,0.006,0.0,0.0,-0.99
0.6,1,0.006,0.0,0.0,-0.99
0.63,0,0.0,,,
0.65,0,0.0,,,
