thr,n_trades,coverage,precision,sharpe,cum_ret_%
0.5,91,1.0,0.022,2.818,27.34
0.52,88,0.967,0.0114,2.901,27.66
0.54,83,0.912,0.0,2.123,18.16
0.56,81,0.89,0.0,1.808,14.9
0.58,78,0.857,0.0,2.002,16.08
0.6,68,0.747,0.0,1.703,11.39
0.63,55,0.604,0.0,0.902,4.76
0.65,42,0.462,0.0,2.79,11.12
